player_id,full_name,country,category,batting_position,date_of_birth,birth_year,age_at_tournament,height_cm,height_verified,height_source,pop_height_birth_cohort,flag,notes,tournament_id,format,tournament_year,era,height_excess,region
j-snow-1,John Snow,ENG,FAST,9,1941-10-13,1941,33.7,183.0,True,ESPN_verified,174.0,,"6'0"" widely documented; England's premier fast bowler",odi-1975,ODI,1975,1,9.0,European
p-lever-1,Peter Lever,ENG,FAST,10,1940-09-17,1940,34.8,185.0,False,estimated,174.0,HEIGHT_ESTIMATED,Left-arm fast-medium; estimated from photos as tall,odi-1975,ODI,1975,1,11.0,European
g-arnold-1,Geoff Arnold,ENG,FAST,11,1944-09-03,1944,30.8,180.0,False,estimated,174.0,HEIGHT_ESTIMATED,Right-arm fast-medium swing bowler; estimated from photos,odi-1975,ODI,1975,1,6.0,European
s-gavaskar-1,Sunil Gavaskar,IND,BAT,1,1949-07-10,1949,25.9,163.0,True,ESPN_verified,164.0,,"5'4"" widely documented; infamously batted all 60 overs for 36* vs England",odi-1975,ODI,1975,1,-1.0,South Asian
f-engineer-1,Farokh Engineer,IND,BAT,2,1938-02-25,1938,37.3,173.0,False,estimated,163.5,HEIGHT_ESTIMATED,"Wicketkeeper-batsman opening the batting; classified as BAT due to batting position; estimated around 5'8""",odi-1975,ODI,1975,1,9.5,South Asian
g-viswanath-1,Gundappa Viswanath,IND,BAT,3,1949-02-12,1949,26.4,163.0,False,estimated,164.0,HEIGHT_ESTIMATED,Known as diminutive; similar height to Gavaskar; nicknamed 'Vishy',odi-1975,ODI,1975,1,-1.0,South Asian
b-patel-1,Brijesh Patel,IND,BAT,4,1952-11-24,1952,22.6,170.0,False,estimated,164.0,HEIGHT_ESTIMATED,Height estimated from photos; appeared slightly above average Indian height,odi-1975,ODI,1975,1,6.0,South Asian
a-wadekar-1,Ajit Wadekar,IND,BAT,5,1941-04-01,1941,34.2,170.0,False,estimated,163.5,HEIGHT_ESTIMATED,Captain; height estimated from photos; medium build,odi-1975,ODI,1975,1,6.5,South Asian
e-solkar-1,Eknath Solkar,IND,BAT,6,1948-03-18,1948,27.2,168.0,False,estimated,164.0,HEIGHT_ESTIMATED,Left-arm medium pace all-rounder; classified as BAT due to batting position 6; estimated from photos,odi-1975,ODI,1975,1,4.0,South Asian
s-kirmani-1,Syed Kirmani,IND,WK,7,1949-12-29,1949,25.5,170.0,False,estimated,164.0,HEIGHT_ESTIMATED,Wicketkeeper; height estimated from photos,odi-1975,ODI,1975,1,6.0,South Asian
m-amarnath-1,Mohinder Amarnath,IND,FAST,8,1950-09-24,1950,24.8,175.0,False,estimated,164.0,CATEGORY_AMBIGUOUS,"All-rounder bowling medium pace; batted lower order in this tournament; estimated height ~5'9"" from photos",odi-1975,ODI,1975,1,11.0,South Asian
s-abid-ali-1,Syed Abid Ali,IND,FAST,9,1941-09-09,1941,33.8,170.0,False,estimated,163.5,HEIGHT_ESTIMATED,Medium-fast bowler; height estimated from photos,odi-1975,ODI,1975,1,6.5,South Asian
s-venkat-1,Srinivas Venkataraghavan,IND,SPIN,10,1945-04-21,1945,30.2,175.0,False,estimated,163.5,HEIGHT_ESTIMATED,Off-spin bowler; estimated from photos as taller than average Indian,odi-1975,ODI,1975,1,11.5,South Asian
b-chandrasekhar-1,Bhagwath Chandrasekhar,IND,SPIN,11,1945-05-17,1945,30.1,173.0,False,estimated,163.5,HEIGHT_ESTIMATED,Leg-spin bowler; height estimated from photos,odi-1975,ODI,1975,1,9.5,South Asian
s-mohammad-1,Sadiq Mohammad,PAK,BAT,1,1945-05-03,1945,30.1,170.0,False,estimated,165.0,HEIGHT_ESTIMATED,Height estimated from photos; younger brother of Hanif and Mushtaq Mohammad,odi-1975,ODI,1975,1,5.0,South Asian
m-khan-sr-1,Majid Khan,PAK,BAT,2,1946-09-28,1946,28.7,180.0,False,estimated,165.0,HEIGHT_ESTIMATED,Height estimated; known as tall elegant batsman,odi-1975,ODI,1975,1,15.0,South Asian
z-abbas-1,Zaheer Abbas,PAK,BAT,3,1947-07-24,1947,27.9,178.0,False,estimated,165.0,HEIGHT_ESTIMATED,"Known as 'Asian Bradman'; slim, tall build; estimated ~5'10"" from photos",odi-1975,ODI,1975,1,13.0,South Asian
m-mohammad-1,Mushtaq Mohammad,PAK,BAT,4,1943-11-22,1943,31.6,165.0,False,estimated,164.5,HEIGHT_ESTIMATED,Captain; leg-spin all-rounder; relatively short build; estimated from photos,odi-1975,ODI,1975,1,0.5,South Asian
a-raja-1,Wasim Raja,PAK,BAT,5,1952-07-14,1952,22.9,178.0,False,estimated,165.0,CATEGORY_AMBIGUOUS,Left-arm leg-spin all-rounder batting in top order; classified as BAT; height estimated from photos,odi-1975,ODI,1975,1,13.0,South Asian
a-iqbal-1,Asif Iqbal,PAK,BAT,6,1943-06-06,1943,32.0,180.0,False,estimated,164.5,HEIGHT_ESTIMATED,Medium-pace all-rounder; known as tall and athletic; estimated from photos,odi-1975,ODI,1975,1,15.5,South Asian
w-bari-1,Wasim Bari,PAK,WK,7,1948-03-23,1948,27.2,170.0,False,estimated,165.0,HEIGHT_ESTIMATED,Wicketkeeper; height estimated from photos,odi-1975,ODI,1975,1,5.0,South Asian
i-khan-1,Imran Khan,PAK,FAST,8,1952-11-25,1952,22.5,183.0,True,ESPN_verified,165.0,,"6'0"" widely documented; young fast bowler at this stage of career",odi-1975,ODI,1975,1,18.0,South Asian
s-nawaz-1,Sarfraz Nawaz,PAK,FAST,9,1948-12-01,1948,26.5,185.0,False,estimated,165.0,HEIGHT_ESTIMATED,"Pioneer of reverse swing; tall fast bowler; estimated ~6'1"" from photos",odi-1975,ODI,1975,1,20.0,South Asian
n-nazir-1,Naseer Malik,PAK,FAST,10,1950-03-01,1950,25.3,175.0,False,estimated,165.0,HEIGHT_ESTIMATED,Right-arm medium-fast; height estimated from photos,odi-1975,ODI,1975,1,10.0,South Asian
p-pervez-1,Pervez Mir,PAK,SPIN,11,1947-09-12,1947,27.8,173.0,False,estimated,165.0,HEIGHT_ESTIMATED,Left-arm spin bowler; height estimated from photos,odi-1975,ODI,1975,1,8.0,South Asian
g-turner-1,Glenn Turner,NZL,BAT,1,1947-05-26,1947,28.1,175.0,False,estimated,175.0,HEIGHT_ESTIMATED,Height estimated from photos; medium build opening batsman,odi-1975,ODI,1975,1,0.0,Oceanian
j-morrison-1,John Morrison,NZL,BAT,2,1947-08-27,1947,27.8,178.0,False,estimated,175.0,HEIGHT_ESTIMATED,Height estimated from photos,odi-1975,ODI,1975,1,3.0,Oceanian
g-howarth-1,Geoff Howarth,NZL,BAT,3,1951-03-29,1951,24.2,178.0,False,estimated,175.5,HEIGHT_ESTIMATED,Height estimated from photos,odi-1975,ODI,1975,1,2.5,Oceanian
b-congdon-1,Bevan Congdon,NZL,BAT,4,1938-02-11,1938,37.3,180.0,False,estimated,174.5,HEIGHT_ESTIMATED,Captain; height estimated from photos; tall medium-pace all-rounder,odi-1975,ODI,1975,1,5.5,Oceanian
j-parker-1,John Parker,NZL,BAT,5,1951-02-21,1951,24.3,178.0,False,estimated,175.5,HEIGHT_ESTIMATED,Height estimated from photos,odi-1975,ODI,1975,1,2.5,Oceanian
b-hastings-1,Brian Hastings,NZL,BAT,6,1940-03-23,1940,35.2,175.0,False,estimated,174.5,HEIGHT_ESTIMATED,Height estimated from photos; medium build,odi-1975,ODI,1975,1,0.5,Oceanian
k-wadsworth-1,Ken Wadsworth,NZL,WK,7,1946-11-30,1946,28.5,175.0,False,estimated,175.0,HEIGHT_ESTIMATED,Wicketkeeper; height estimated from photos,odi-1975,ODI,1975,1,0.0,Oceanian
b-mckechnie-1,Brian McKechnie,NZL,FAST,8,1953-12-13,1953,21.5,183.0,False,estimated,175.5,HEIGHT_ESTIMATED,Medium-fast bowler; also played rugby for All Blacks; estimated tall build,odi-1975,ODI,1975,1,7.5,Oceanian
r-hadlee-1,Richard Hadlee,NZL,FAST,9,1951-07-03,1951,23.9,183.0,True,ESPN_verified,175.5,,"6'0"" widely documented; young fast bowler early in career",odi-1975,ODI,1975,1,7.5,Oceanian
d-hadlee-1,Dayle Hadlee,NZL,FAST,10,1948-01-06,1948,27.4,183.0,False,estimated,175.0,HEIGHT_ESTIMATED,Richard Hadlee's older brother; fast-medium bowler; estimated similar height,odi-1975,ODI,1975,1,8.0,Oceanian
h-howarth-1,Hedley Howarth,NZL,SPIN,11,1943-12-25,1943,31.5,178.0,False,estimated,174.5,HEIGHT_ESTIMATED,Left-arm orthodox spinner; Geoff Howarth's older brother; estimated from photos,odi-1975,ODI,1975,1,3.5,Oceanian
b-warnapura-1,Bandula Warnapura,SL,BAT,1,1953-03-01,1953,22.3,170.0,False,estimated,163.0,HEIGHT_ESTIMATED,Height estimated from photos; opening batsman,odi-1975,ODI,1975,1,7.0,South Asian
s-wettimuny-1,Sunil Wettimuny,SL,BAT,2,1949-08-02,1949,25.8,168.0,False,estimated,163.0,HEIGHT_ESTIMATED,Height estimated from photos,odi-1975,ODI,1975,1,5.0,South Asian
m-tissera-1,Michael Tissera,SL,BAT,3,1939-03-28,1939,36.2,175.0,False,estimated,162.5,HEIGHT_ESTIMATED,Captain; height estimated from photos; tall for Sri Lankan of era,odi-1975,ODI,1975,1,12.5,South Asian
a-tennekoon-1,Anura Tennekoon,SL,BAT,4,1946-10-29,1946,28.6,170.0,False,estimated,163.0,HEIGHT_ESTIMATED,Height estimated from photos,odi-1975,ODI,1975,1,7.0,South Asian
d-mendis-1,Duleep Mendis,SL,BAT,5,1952-08-25,1952,22.8,160.0,False,estimated,163.0,HEIGHT_ESTIMATED,"Known as 'Dooly'; famously short but powerful batsman; estimated ~5'3""",odi-1975,ODI,1975,1,-3.0,South Asian
a-ranasinghe-1,Anura Ranasinghe,SL,BAT,6,1950-01-01,1950,25.5,168.0,False,estimated,163.0,HEIGHT_ESTIMATED,Height estimated from photos; medium build,odi-1975,ODI,1975,1,5.0,South Asian
h-fernando-1,Hemantha Fernando,SL,WK,7,1950-01-01,1950,25.0,165.0,False,estimated,163.0,HEIGHT_ESTIMATED,Wicketkeeper; height estimated from photos; DOB approximate,odi-1975,ODI,1975,1,2.0,South Asian
d-silva-tony-1,Tony Opatha,SL,FAST,8,1947-01-01,1947,28.0,175.0,False,estimated,163.0,HEIGHT_ESTIMATED,Fast-medium bowler; height estimated from photos; DOB approximate,odi-1975,ODI,1975,1,12.0,South Asian
m-peiris-1,Mevan Peiris,SL,FAST,9,1948-01-01,1948,27.0,170.0,False,estimated,163.0,HEIGHT_ESTIMATED,Medium-fast bowler; height estimated from photos; DOB approximate,odi-1975,ODI,1975,1,7.0,South Asian
s-desilva-1,Somachandra de Silva,SL,SPIN,10,1942-06-11,1942,33.0,168.0,False,estimated,162.5,HEIGHT_ESTIMATED,Off-spin bowler; height estimated from photos,odi-1975,ODI,1975,1,5.5,South Asian
l-kaluperuma-1,Lalith Kaluperuma,SL,SPIN,11,1949-12-28,1949,25.5,165.0,False,estimated,163.0,HEIGHT_ESTIMATED,Left-arm spinner; height estimated from photos,odi-1975,ODI,1975,1,2.0,South Asian
g-greenidge-1,Gordon Greenidge,WI,BAT,1,1951-05-01,1951,28.1,180.0,False,estimated,171.0,HEIGHT_ESTIMATED,Height estimated from photos; well-built opener,odi-1979,ODI,1979,1,9.0,Caribbean
d-haynes-1,Desmond Haynes,WI,BAT,2,1956-02-15,1956,23.3,175.0,False,estimated,171.0,HEIGHT_ESTIMATED,Height estimated from photos; compact build,odi-1979,ODI,1979,1,4.0,Caribbean
i-richards-1,Viv Richards,WI,BAT,3,1952-03-07,1952,27.3,178.0,True,ESPN_verified,171.0,,"5'10"" widely documented; Man of the Match in final with 138*",odi-1979,ODI,1979,1,7.0,Caribbean
a-kallicharran-1,Alvin Kallicharran,WI,BAT,4,1949-03-21,1949,30.2,163.0,False,estimated,170.5,HEIGHT_ESTIMATED,Known to be short and compact batsman,odi-1979,ODI,1979,1,-7.5,Caribbean
c-lloyd-1,Clive Lloyd,WI,BAT,5,1944-08-31,1944,34.8,191.0,True,ESPN_verified,170.0,,"Captain; 6'3"" widely documented",odi-1979,ODI,1979,1,21.0,Caribbean
c-king-1,Collis King,WI,BAT,6,1951-06-11,1951,28.0,180.0,False,estimated,171.0,CATEGORY_AMBIGUOUS,Medium-pace all-rounder; scored crucial 86 in final; classified as BAT due to batting position; height estimated,odi-1979,ODI,1979,1,9.0,Caribbean
d-murray-1,Deryck Murray,WI,WK,7,1943-05-20,1943,36.1,175.0,False,estimated,170.0,HEIGHT_ESTIMATED,Height estimated from photos; medium height,odi-1979,ODI,1979,1,5.0,Caribbean
a-roberts-1,Andy Roberts,WI,FAST,8,1951-01-29,1951,28.4,183.0,True,ESPN_verified,171.0,,"6'0"" widely documented",odi-1979,ODI,1979,1,12.0,Caribbean
j-garner-1,Joel Garner,WI,FAST,9,1952-12-16,1952,26.5,203.0,True,ESPN_verified,171.0,,"6'8"" widely documented; nicknamed 'Big Bird'; took 5/38 in final",odi-1979,ODI,1979,1,32.0,Caribbean
m-holding-1,Michael Holding,WI,FAST,10,1954-02-16,1954,25.3,191.0,True,ESPN_verified,171.0,,"6'3"" widely documented; nicknamed 'Whispering Death'",odi-1979,ODI,1979,1,20.0,Caribbean
c-croft-1,Colin Croft,WI,FAST,11,1953-03-15,1953,26.3,196.0,True,ESPN_verified,171.0,,"6'5"" widely documented; fearsome fast bowler",odi-1979,ODI,1979,1,25.0,Caribbean
a-hilditch-1,Andrew Hilditch,AUS,BAT,1,1956-05-20,1956,23.1,178.0,False,estimated,175.5,HEIGHT_ESTIMATED,Height estimated from photos; weakened squad due to World Series Cricket,odi-1979,ODI,1979,1,2.5,Oceanian
g-darling-1,Rick Darling,AUS,BAT,2,1957-06-01,1957,22.0,175.0,False,estimated,175.5,HEIGHT_ESTIMATED,Height estimated from photos,odi-1979,ODI,1979,1,-0.5,Oceanian
a-border-1,Allan Border,AUS,BAT,3,1955-07-27,1955,23.9,175.0,True,ESPN_verified,175.5,,"5'9"" widely documented; early career; would later captain Australia",odi-1979,ODI,1979,1,-0.5,Oceanian
k-hughes-1,Kim Hughes,AUS,BAT,4,1954-01-26,1954,25.4,180.0,False,estimated,175.5,HEIGHT_ESTIMATED,Captain; height estimated from photos,odi-1979,ODI,1979,1,4.5,Oceanian
g-cosier-1,Gary Cosier,AUS,BAT,5,1953-04-25,1953,26.2,180.0,False,estimated,175.5,HEIGHT_ESTIMATED,Height estimated from photos,odi-1979,ODI,1979,1,4.5,Oceanian
g-yallop-1,Graham Yallop,AUS,BAT,6,1952-10-07,1952,26.7,175.0,False,estimated,175.0,HEIGHT_ESTIMATED,Height estimated from photos; left-handed batsman,odi-1979,ODI,1979,1,0.0,Oceanian
k-wright-1,Kevin Wright,AUS,WK,7,1953-12-27,1953,25.5,175.0,False,estimated,175.5,HEIGHT_ESTIMATED,Wicketkeeper; height estimated from photos,odi-1979,ODI,1979,1,-0.5,Oceanian
t-laughlin-1,Trevor Laughlin,AUS,FAST,8,1951-01-30,1951,28.4,183.0,False,estimated,175.0,HEIGHT_ESTIMATED,Right-arm fast-medium; height estimated from photos,odi-1979,ODI,1979,1,8.0,Oceanian
g-dymock-1,Geoff Dymock,AUS,FAST,9,1945-07-21,1945,33.9,183.0,False,estimated,175.0,HEIGHT_ESTIMATED,Left-arm fast-medium; height estimated from photos,odi-1979,ODI,1979,1,8.0,Oceanian
r-hogg-1,Rodney Hogg,AUS,FAST,10,1951-03-05,1951,28.3,180.0,False,estimated,175.0,HEIGHT_ESTIMATED,Right-arm fast; height estimated from photos,odi-1979,ODI,1979,1,5.0,Oceanian
a-hurst-1,Alan Hurst,AUS,FAST,11,1950-07-15,1950,28.9,188.0,False,estimated,175.0,HEIGHT_ESTIMATED,"Tall left-arm fast bowler; estimated ~6'2"" from photos",odi-1979,ODI,1979,1,13.0,Oceanian
g-boycott-1,Geoffrey Boycott,ENG,BAT,1,1940-10-21,1940,38.7,180.0,True,ESPN_verified,174.0,,"5'11"" widely documented",odi-1979,ODI,1979,1,6.0,European
m-brearley-1,Mike Brearley,ENG,BAT,2,1942-04-28,1942,37.1,178.0,False,estimated,174.0,HEIGHT_ESTIMATED,Captain; height estimated from photos,odi-1979,ODI,1979,1,4.0,European
g-gooch-1,Graham Gooch,ENG,BAT,3,1953-07-23,1953,25.9,183.0,True,ESPN_verified,174.5,,"6'0"" widely documented; tall powerful batsman",odi-1979,ODI,1979,1,8.5,European
d-gower-1,David Gower,ENG,BAT,4,1957-04-01,1957,22.2,183.0,True,ESPN_verified,175.0,,"6'0"" widely documented; elegant left-handed batsman",odi-1979,ODI,1979,1,8.0,European
d-randall-1,Derek Randall,ENG,BAT,5,1951-02-24,1951,28.3,173.0,False,estimated,174.5,HEIGHT_ESTIMATED,Known as 'Arkle'; relatively compact build; estimated from photos,odi-1979,ODI,1979,1,-1.5,European
i-botham-1,Ian Botham,ENG,BAT,6,1955-11-24,1955,23.6,185.0,True,ESPN_verified,175.0,CATEGORY_AMBIGUOUS,"6'1"" widely documented; premier all-rounder; bowled fast-medium; classified as BAT due to batting position 6",odi-1979,ODI,1979,1,10.0,European
b-taylor-1,Bob Taylor,ENG,WK,7,1941-07-17,1941,37.9,173.0,False,estimated,174.0,HEIGHT_ESTIMATED,Wicketkeeper; known as compact; height estimated from photos,odi-1979,ODI,1979,1,-1.0,European
p-edmonds-1,Phil Edmonds,ENG,SPIN,8,1951-03-08,1951,28.3,188.0,False,estimated,174.5,HEIGHT_ESTIMATED,Left-arm orthodox spinner; tall for a spinner; estimated from photos,odi-1979,ODI,1979,1,13.5,European
m-hendrick-1,Mike Hendrick,ENG,FAST,9,1948-10-22,1948,30.7,188.0,False,estimated,174.5,HEIGHT_ESTIMATED,Right-arm fast-medium; tall build; estimated from photos,odi-1979,ODI,1979,1,13.5,European
c-old-1,Chris Old,ENG,FAST,10,1948-12-22,1948,30.5,183.0,False,estimated,174.5,HEIGHT_ESTIMATED,"Right-arm fast-medium; estimated from photos as around 6'0""",odi-1979,ODI,1979,1,8.5,European
b-willis-1,Bob Willis,ENG,FAST,11,1949-05-30,1949,30.1,196.0,True,ESPN_verified,174.5,,"6'5"" widely documented; tall fast bowler with distinctive action",odi-1979,ODI,1979,1,21.5,European
s-gavaskar-1,Sunil Gavaskar,IND,BAT,1,1949-07-10,1949,29.9,163.0,True,ESPN_verified,164.0,,"5'4"" widely documented",odi-1979,ODI,1979,1,-1.0,South Asian
a-chauhan-1,Chetan Chauhan,IND,BAT,2,1947-07-21,1947,31.9,175.0,False,estimated,164.0,HEIGHT_ESTIMATED,Height estimated from photos; taller than Gavaskar in opening partnership,odi-1979,ODI,1979,1,11.0,South Asian
d-vengsarkar-1,Dilip Vengsarkar,IND,BAT,3,1956-04-06,1956,23.2,183.0,True,ESPN_verified,164.5,,"6'0"" widely documented; nicknamed 'Colonel'; one of tallest Indian batsmen of era",odi-1979,ODI,1979,1,18.5,South Asian
g-viswanath-1,Gundappa Viswanath,IND,BAT,4,1949-02-12,1949,30.4,163.0,False,estimated,164.0,HEIGHT_ESTIMATED,Known as diminutive; similar height to Gavaskar,odi-1979,ODI,1979,1,-1.0,South Asian
s-venkat-1,Srinivas Venkataraghavan,IND,BAT,5,1945-04-21,1945,34.2,175.0,False,estimated,163.5,CATEGORY_AMBIGUOUS,Captain; off-spin bowler batting in top order in this tournament; classified as BAT due to batting position,odi-1979,ODI,1979,1,11.5,South Asian
y-sharma-1,Yashpal Sharma,IND,BAT,6,1954-08-11,1954,24.8,170.0,False,estimated,164.0,HEIGHT_ESTIMATED,Height estimated from photos; medium build,odi-1979,ODI,1979,1,6.0,South Asian
s-kirmani-1,Syed Kirmani,IND,WK,7,1949-12-29,1949,29.5,170.0,False,estimated,164.0,HEIGHT_ESTIMATED,Wicketkeeper; height estimated from photos,odi-1979,ODI,1979,1,6.0,South Asian
k-ghavri-1,Karsan Ghavri,IND,FAST,8,1951-02-28,1951,28.3,178.0,False,estimated,164.0,HEIGHT_ESTIMATED,Left-arm fast-medium; height estimated from photos,odi-1979,ODI,1979,1,14.0,South Asian
m-amarnath-1,Mohinder Amarnath,IND,FAST,9,1950-09-24,1950,28.8,175.0,False,estimated,164.0,CATEGORY_AMBIGUOUS,All-rounder bowling medium pace; batted lower order in this tournament; height estimated,odi-1979,ODI,1979,1,11.0,South Asian
b-bedi-1,Bishan Singh Bedi,IND,SPIN,10,1946-09-25,1946,32.8,180.0,False,estimated,164.0,HEIGHT_ESTIMATED,"Left-arm orthodox spinner; tall for Indian spinner; estimated ~5'11"" from photos",odi-1979,ODI,1979,1,16.0,South Asian
b-chandrasekhar-1,Bhagwath Chandrasekhar,IND,SPIN,11,1945-05-17,1945,34.1,173.0,False,estimated,163.5,HEIGHT_ESTIMATED,Leg-spin bowler; height estimated from photos,odi-1979,ODI,1979,1,9.5,South Asian
